Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Chất liệu dây (product.metafields.custom.bandmaterial),Màu mặt số (product.metafields.custom.casecolor),discount (product.metafields.custom.discount),Hình dạng mặt số (product.metafields.custom.faceshape),Kích thước mặt số (product.metafields.custom.facesize),Giới tính (product.metafields.custom.gender),Màu dây (product.metafields.custom.m_u_d_y),Product Table Data (product.metafields.custom.product_table_data),product_views (product.metafields.custom.product_views),qty (product.metafields.custom.qty),yty (product.metafields.custom.yty),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band color (product.metafields.shopify.band-color),Bracelet design (product.metafields.shopify.bracelet-design),Carry options (product.metafields.shopify.carry-options),Case color (product.metafields.shopify.case-color),Clasp type (product.metafields.shopify.clasp-type),Closure type (product.metafields.shopify.closure-type),Clothing accessory material (product.metafields.shopify.clothing-accessory-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dial color (product.metafields.shopify.dial-color),Earring design (product.metafields.shopify.earring-design),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear frame shape (product.metafields.shopify.eyewear-frame-shape),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Lens coating (product.metafields.shopify.lens-coating),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Necklace design (product.metafields.shopify.necklace-design),Occasion style (product.metafields.shopify.occasion-style),Optical frame design (product.metafields.shopify.optical-frame-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Wallet features (product.metafields.shopify.wallet-features),Watch accessory style (product.metafields.shopify.watch-accessory-style),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Status
versace-medusa-eclipse-ve5f00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00326_3.png?v=1781717704,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-medusa-eclipse-ve5f00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00326_4.png?v=1781717704,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-medusa-eclipse-ve5f00426,Đồng Hồ Nữ Medusa Eclipse,"<p><b>Medusa Eclipse</b> phản ánh nét nữ tính trưởng thành và ổn định. Cảm giác đeo êm ái giúp bạn luôn cảm thấy thoải mái. Phụ kiện dành cho người phụ nữ tinh tế.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: VE5F00426</li>
<li>Giới tính: Nữ</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Vàng hồng</li>
<li>Đường kính: 28 mm</li>
<li>Màu mặt số: trắng</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 3ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây kim loại màu vàng hồng</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",VERSACE,Apparel & Accessories > Jewelry > Watches,Watches,"28 mm, 3ATM, Dây kim loại, Nữ, VERSACE, Watch, Watches",false,Title,Default Title,,,,,,,,VE5F00426,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00426_1.png?v=1781717709,1,"",false,VERSACE Đồng Hồ Nữ Medusa Eclipse VE5F00426 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nữ Medusa Eclipse VERSACE giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây kim loại,Trắng,,Mặt tròn,28 mm,Nữ,Vàng Hồng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
versace-medusa-eclipse-ve5f00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00426_2.png?v=1781717710,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-medusa-eclipse-ve5f00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00426_3.png?v=1781717709,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versace-medusa-eclipse-ve5f00426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/VE5F00426_4.png?v=1781717710,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke00926,Đồng Hồ Nam F-80 Tonneau Chr,"<p><b>F-80 Tonneau Chr</b> mang đến hình ảnh người đàn ông điềm tĩnh và bản lĩnh. Cảm giác đeo chắc tay giúp bạn luôn chủ động trong mọi tình huống. Một người bạn đồng hành đáng tin cậy.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKE00926</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Đen</li>
<li>Đường kính: 41.8 mm</li>
<li>Màu mặt số: Đen</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây cao su màu đen</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"41.8 mm, 5ATM, Dây cao su, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKE00926,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE00926_1.png?v=1781717652,1,"",false,FERRAGAMO Đồng Hồ Nam F-80 Tonneau Chr SFKE00926 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam F-80 Tonneau Chr FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây cao su,Đen,,Mặt tròn,41.8 mm,Nam,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-f-80-tonneau-chr-sfke00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE00926_2.png?v=1781717652,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE00926_3.png?v=1781717652,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke00926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE00926_4.png?v=1781717653,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke01026,Đồng Hồ Nam F-80 Tonneau Chr,"<p><b>F-80 Tonneau Chr</b> mang đến hình ảnh người đàn ông điềm tĩnh và bản lĩnh. Thiết kế hài hòa giúp đồng hồ phù hợp nhiều hoàn cảnh. Giá trị được giữ vững.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKE01026</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Xanh rêu</li>
<li>Đường kính: 41.8 mm</li>
<li>Màu mặt số: đen</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây cao su màu đen</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"41.8 mm, 5ATM, Dây cao su, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKE01026,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE01026_1.png?v=1781885285,1,"",false,FERRAGAMO Đồng Hồ Nam F-80 Tonneau Chr SFKE01026 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam F-80 Tonneau Chr FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây cao su,Đen,,Mặt tròn,41.8 mm,Nam,Đen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-f-80-tonneau-chr-sfke01026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE01026_2.png?v=1781885283,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke01026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE01026_3.png?v=1781885284,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-f-80-tonneau-chr-sfke01026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKE01026_4.png?v=1781885284,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00726,Đồng Hồ Nam 1927 Chrono,"<p><b>1927 Chrono</b> mang phong thái điềm tĩnh và kiểm soát. Trải nghiệm đeo chắc tay giúp bạn làm chủ nhịp sống. Phụ kiện bền vững theo thời gian.</p>
<p><strong>Thông số sản phẩm</strong></p>
<ul>
<li>Mã SKU: SFKZ00726</li>
<li>Giới tính: Nam</li>
<li>Chất liệu vỏ máy: Thép không gỉ</li>
<li>Viền đồng hồ: Bạc</li>
<li>Đường kính: 42 mm</li>
<li>Màu mặt số: xanh dương</li>
<li>Chất liệu kính: Sapphire</li>
<li>Chống nước: 5ATM</li>
<li>Máy: Quartz</li>
<li>Dây đeo: Dây da màu xanh dương</li>
<li>Xuất xứ thương hiệu: Ý</li>
           <li>Sản xuất tại: Thụy Sĩ</li>
</ul>",FERRAGAMO,Apparel & Accessories > Jewelry > Watches,Watches,"42 mm, 5ATM, Dây da, FERRAGAMO, Nam, Watch, Watches",false,Title,Default Title,,,,,,,,SFKZ00726,0.0,shopify,5,deny,manual,30000000,60000000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00726_1.png?v=1781885284,1,"",false,FERRAGAMO Đồng Hồ Nam 1927 Chrono SFKZ00726 ₫30.000.000 - L&M Luxury Timepieces,Mua Đồng Hồ Nam 1927 Chrono FERRAGAMO giá chỉ ₫30.000.000 hàng chính hãng và giao hàng miễn phí toàn quốc.,201,,,,,,,,,,,Dây da,Xanh Dương,,Mặt tròn,42 mm,Nam,Xanh Dương,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,draft
ferragamo-1927-chrono-sfkz00726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00726_2.png?v=1781885286,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00726_3.png?v=1781885286,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferragamo-1927-chrono-sfkz00726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0862/7906/1824/files/SFKZ00726_4.png?v=1781885285,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
